SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Quincy - Charles A Bernazzani Elementary, 02430025,1.5,23.7,5,62.9,0,0,7,49.1,50.9
Quincy - Clifford H Marshall Elementary, 02430055,11.3,41.4,7.8,34.6,0,1.9,3,52.7,47.3
Quincy - Francis W Parker, 02430075,3.4,73.7,3.4,17,0,0.3,2.2,57.3,42.7
Quincy - Lincoln-Hancock Community School, 02430035,11.4,32.1,10.2,40.6,0.4,0.4,4.9,56.9,43.1
Quincy - Merrymount, 02430060,7.4,22.3,2.9,65.7,0.3,0.6,0.9,51.1,48.9
Quincy - Montclair, 02430065,2.3,58.3,4.2,31.5,0,0.7,3,50.3,49.7
Quincy - North Quincy High, 02430510,2.4,58.4,2.9,35.2,0.2,0,0.9,50.5,49.4
Quincy - Point Webster Middle, 02430325,10.7,36.4,8.4,40.6,0.3,0.6,3,55.8,44.2
Quincy - Quincy High, 02430505,10.4,20.6,7.1,58.4,0.1,0.3,2.9,53.6,46.3
Quincy - Reay E Sterling Middle, 02430320,13.2,26.8,10.6,44.4,0.6,0.6,3.8,52.6,47.4
Quincy - Snug Harbor Community School, 02430090,11.7,36.7,7.7,40,0,0,4,54.7,45.3
Quincy - Squantum, 02430095,3.6,26.6,3.8,62.7,0.3,0,3,50.9,49.1
Quincy - Wollaston School, 02430110,3.3,62.1,1.2,32.2,0,0.3,0.9,49.7,50.3
Ralph C Mahar - Pathways Early College Innovation School, 07550515,0,0,5.3,89.5,0,0,5.3,31.6,68.4
Ralph C Mahar - Ralph C Mahar Regional, 07550505,2.4,1.3,6.8,84.6,0.5,0,4.6,50.7,49.3
Ralph C Mahar - The Gateway to College, 07550525,3.8,0,15.2,77.2,0,0,3.8,36.7,63.3
Randolph - Elizabeth G Lyons Elementary, 02440020,47.6,12.5,13.2,20.3,0.7,0,5.7,53.7,46.3
Randolph - J F Kennedy Elementary, 02440018,54.5,13,13.2,14,0.2,0.4,4.5,57.4,42.6
Randolph - Margaret L Donovan, 02440015,46.3,22.8,8.5,16.1,0.2,0,6,52.8,47.2
Randolph - Martin E Young Elementary, 02440040,47.5,18.8,16.6,10.9,0,0,6.3,54.4,45.6
Randolph - Randolph Community Middle, 02440410,47.9,16.4,14.4,15.9,0.3,0.2,4.9,51.5,48.5
Randolph - Randolph High, 02440505,57.6,18.3,10.9,8.8,0.3,0.4,3.7,54.1,45.9
Reading - Alice M Barrows, 02460002,1.8,3.9,1.8,88.3,0.3,0,3.9,47.7,52.3
Reading - Arthur W Coolidge Middle, 02460305,1.9,4.3,1.1,90.8,0,0,1.9,53.9,46.1
Reading - Birch Meadow, 02460005,1.6,2.1,1,91.6,0.3,0,3.4,54,46
Reading - J Warren Killam, 02460017,3.5,6.4,0.5,87.2,0,0.2,2.1,53.4,46.6
Reading - Joshua Eaton, 02460010,4.5,6.6,7.1,77.9,0.2,0,3.8,52.5,47.5
Reading - Reading Memorial High, 02460505,2.3,4.4,1,91.1,0.2,0,1,48.9,51.1
Reading - RISE PreSchool, 02460001,1.1,11,5.5,81.3,0,0,1.1,69.2,30.8
Reading - Walter S Parker Middle, 02460310,2.3,4.5,2.3,89.5,0.3,0,1,51.7,48.3
Reading - Wood End Elementary School, 02460020,2.5,4.4,3.5,87.3,0,0,2.2,51.7,48.3
Revere - A. C. Whelan Elementary School, 02480003,2.5,5.5,40.7,48.9,0,0.1,2.3,52.5,47.5
Revere - Abraham Lincoln, 02480025,4.8,4.8,43,45.9,0,0,1.5,51.1,48.9
Revere - Beachmont Veterans Memorial School, 02480013,4.1,2.2,47.8,44.6,0,0,1.4,55.4,44.6
Revere - Garfield Elementary School, 02480056,2,6.3,62.9,27.5,0.1,0,1.2,48.6,51.4
Revere - Garfield Middle School, 02480057,3.1,6.8,55.1,32.5,0.4,0,2,48.6,51.4
Revere - Paul Revere, 02480050,3.6,6.5,42.5,42.3,0.2,0,4.9,49.2,50.8
Revere - Revere High, 02480505,4.7,6.2,54.1,32.7,0.2,0,2.2,49.5,50.5
Revere - Rumney Marsh Academy, 02480014,4.4,4.9,41.3,45.7,1,0.2,2.5,54.8,45.2
Revere - Seacoast School, 02480520,7.4,3.3,57.9,26.4,0,0,5,66.9,33.1
Revere - Staff Sargent James J. Hill Elementary School, 02480035,4.5,3,58.8,30.6,0.3,0.1,2.7,49.6,50.4
Revere - Susan B. Anthony Middle School, 02480305,4.1,4.7,54.6,33.9,0.5,0,2.2,46,54
Richmond - Richmond Consolidated, 02490005,2.9,0,5.2,89,0,0,2.9,44.5,55.5
Rising Tide Charter Public (District) - Rising Tide Charter Public School, 04830305,1.1,3,2.1,89.6,0.5,0,3.8,48.1,51.9
River Valley Charter (District) - River Valley Charter School, 04820050,0.3,3.8,2.8,89.2,0.3,0,3.5,41.7,58.3
Rochester - Rochester Memorial, 02500005,1.5,0,1.5,91.4,0,0,5.6,53.2,46.8
Rockland - Jefferson Elementary School, 02510060,3.9,1.5,11.7,79.5,0,0,3.3,47.6,52.4
Rockland - John W Rogers Middle, 02510305,5,1.2,10.1,79.1,0,0,4.6,51.3,48.7
Rockland - Memorial Park, 02510020,4.4,1.1,12.4,77.5,0,0,4.7,51.3,48.7
Rockland - R Stewart Esten, 02510025,7.6,1.3,15.1,73,0,0,3,55.3,44.7
Rockland - Rockland Senior High, 02510505,4.7,0.3,8.1,82.6,0,0,4.3,52.5,47.5
Rockport - Rockport Elementary, 02520005,0,2.2,1.5,94.3,0,0,2,53.1,46.9
Rockport - Rockport High, 02520510,1.4,1,2.4,92.5,0,0,2.7,51.7,48.3
Rockport - Rockport Middle, 02520305,0.9,1.3,0.9,92.1,0,0,4.8,52,48
Rowe - Rowe Elementary, 02530005,0,0,3.4,91.5,0,0,5.1,45.8,54.2
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School, 04840505,56.4,0.8,40.7,0.7,0.1,0.2,1.1,50,50
Sabis International Charter (District) - Sabis International Charter School, 04410505,29.8,4.1,37.6,23.5,0,0,5,50.1,49.9
Salem - Bates, 02580003,8.3,1.2,27.5,56.3,0,0,6.7,49.2,50.8
Salem - Carlton, 02580015,4.6,1.3,26.4,61.9,0,0,5.9,47.3,52.7
Salem - Collins Middle, 02580305,5.7,2.8,33,54.9,0,0,3.7,52.7,47.3
Salem - Horace Mann Laboratory, 02580030,7.7,0.7,39.4,45.6,0,0,6.6,52.3,47.7
Salem - Nathaniel Bowditch, 02580025,5.9,2.7,69.1,19.8,0.2,0,2.3,53.4,46.6
Salem - New Liberty Innovation School, 02580510,7.3,0,36.6,56.1,0,0,0,41.5,58.5
Salem - Salem Early Childhood, 02580001,13,1.1,29.3,45.7,0,0,10.9,51.1,48.9
Salem - Salem High, 02580505,7.7,2.3,43,43,0.2,0,3.9,51.8,48.2
Salem - Salem Prep High School, 02580515,7.7,0,38.5,53.8,0,0,0,61.5,38.5
Salem - Saltonstall School, 02580050,3.5,2.4,30.4,56.7,0,0,7,47.8,52.2
Salem - Witchcraft Heights, 02580070,5.8,5.2,24.6,60.5,0,0.2,3.5,54.9,45.1
Salem Academy Charter (District) - Salem Academy Charter School, 04850485,8.8,5.4,36.7,47.3,0,0,1.8,45.5,54.5
Sandwich - Forestdale School, 02610002,1.2,2.6,4.3,90.7,0.2,0.2,0.8,50.3,49.7
Sandwich - Oak Ridge, 02610025,1.2,1.8,1.8,93.8,0.8,0,0.7,49.1,50.9
Sandwich - Sandwich High, 02610505,1.1,2.3,1.4,94.9,0.1,0,0.1,51.9,48.1
Sandwich - Sandwich STEM Academy, 02610305,1.3,2.6,0.6,93.8,1.1,0.2,0.4,51.7,48.3
Saugus - Ballard School, 02620001,5.5,1.8,7.3,79.1,0.9,0,5.5,57.3,42.7
Saugus - Belmonte Saugus Middle, 02620305,4.8,3.2,13.7,76.4,0.5,0.2,1.4,51.5,48.5
Saugus - Douglas Waybright, 02620067,2.9,7.3,13.1,72.8,0.5,0,3.4,50.5,49.5
Saugus - Lynnhurst, 02620040,2.6,9.8,17,69.8,0,0.4,0.4,47.7,52.3
Saugus - Oaklandvale, 02620050,4.7,4.2,18.7,66.8,0.5,0.9,4.2,54.7,45.3
Saugus - Saugus High, 02620505,5.5,5.9,12.4,75.4,0.4,0,0.4,50.3,49.7
Saugus - Veterans Memorial, 02620065,3.7,4.1,18.7,71.9,0.2,0,1.4,52.8,47.2
Savoy - Emma L Miller Elementary School, 02630010,2,0,4.1,93.9,0,0,0,46.9,53.1
Scituate - Cushing Elementary, 02640007,2.2,1.1,0.8,94.8,0.3,0,0.8,54.8,45.2
Scituate - Gates Intermediate School, 02640305,3.5,1.7,0.4,93.3,0,0,1.2,48.6,51.4
Scituate - Hatherly Elementary, 02640010,2.6,1.3,1,93.9,0,0,1.3,52.1,47.9
Scituate - Jenkins Elementary School, 02640015,2.2,0.9,1.1,94.2,0,0,1.7,49.2,50.8
Scituate - Scituate High School, 02640505,2.6,1.3,0.2,94.3,0,0.1,1.4,47.3,52.7
Scituate - Wampatuck Elementary, 02640020,3.5,0.9,1.4,91.6,0,0,2.6,54.3,45.7
Seekonk - Dr. Kevin M. Hurley Middle School, 02650405,1.3,2.7,4.8,88.4,0.2,0,2.5,49.7,50.1
Seekonk - George R Martin, 02650007,2.1,2.7,7.1,83.8,0,0,4.3,50.1,49.9
Seekonk - Mildred Aitken School, 02650015,2.2,3.1,3.1,88.7,0,0,2.9,50.1,49.9
Seekonk - Seekonk High, 02650505,1.9,2.4,2.9,90.6,0,0,2.2,46.8,53.2
Seven Hills Charter Public (District) - Seven Hills Charter School, 04860105,47.1,0.1,41.5,7.6,0,0,3.6,52.9,47.1
Sharon - Cottage Street, 02660005,3,27.2,3,59.2,0.2,0.2,7,51.2,48.8
Sharon - East Elementary, 02660010,4.2,26.7,6.8,57.8,0,0,4.6,50.5,49.5
Sharon - Heights Elementary, 02660015,2.1,33.3,3,54.1,0.2,0.2,7.2,52.2,47.8
Sharon - Sharon High, 02660505,8.1,22.1,3.8,62.9,0,0,3,51.2,48.8
Sharon - Sharon Middle, 02660305,3.9,28,5,58.5,0.1,0.2,4.2,51.3,48.7
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School, 08710605,1.5,0.7,4.3,91.5,0.3,0,1.6,57.5,42.5
Sherborn - Pine Hill, 02690010,1.9,8.6,2.3,80.9,0,0,6.3,53.1,46.9
Shrewsbury - Beal School, 02710005,0.9,52.5,6,36.8,0,0,3.8,55.3,44.7
Shrewsbury - Calvin Coolidge, 02710015,2.7,30.3,14.2,47.4,0.2,0,5.1,51.1,48.9
Shrewsbury - Floral Street School, 02710020,1.5,46.3,7.8,40.2,0.4,0,3.9,50.1,49.9
Shrewsbury - Oak Middle School, 02710030,1.8,26.1,8.1,60.2,0.3,0,3.5,50.9,49.1
Shrewsbury - Parker Road Preschool, 02710040,2.2,35.8,9.5,47,1.7,0,3.9,52.6,47.4
Shrewsbury - Sherwood Middle School, 02710305,2.8,27.9,6.3,59.8,0.2,0,3,50.5,49.5
Shrewsbury - Shrewsbury Sr High, 02710505,1.9,20.6,7.5,67.1,0.2,0.1,2.6,46.7,53.1
Shrewsbury - Spring Street, 02710035,1.1,23.4,5.4,64.5,0,0,5.6,49.2,50.8
Shrewsbury - Walter J Paton, 02710025,0.5,17.2,7.7,70.2,0.3,0,4.1,55.5,44.5
Shutesbury - Shutesbury Elementary, 02720005,0.8,0,6.6,81.8,0.8,0,9.9,42.1,57.9
Silver Hill Horace Mann Charter (District) - Silver Hill Horace Mann Charter School, 04770010,2.8,2.5,18.7,74.3,0.2,0,1.6,51.3,48.7
Silver Lake - Silver Lake Regional High, 07600505,1.6,0.7,1,95.9,0,0.2,0.5,52.5,47.5
Silver Lake - Silver Lake Regional Middle School, 07600405,1.2,1.2,0.7,96.3,0,0,0.5,51.8,48.2
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School, 04740505,4.3,2.2,16.8,75.1,0,0,1.6,47.6,52.4
Somerset - Chace Street, 02730005,1.5,0,2.7,93.6,0,0,2.2,52.7,47.3
Somerset - North Elementary, 02730008,1.6,1.2,3.6,91.9,0,0,1.8,49,51
Somerset - Somerset Middle School, 02730305,1,0.2,3.4,92.7,0.2,0,2.6,52.8,47.2
Somerset - South, 02730015,0.8,0.4,5.3,90.6,0,0,3,49.2,50.8
Somerset Berkley Regional School District - Somerset Berkley Regional High School, 07630505,1.4,0.5,2.5,92.5,0,0,3.1,46.8,53.2
Somerville - Albert F. Argenziano School at Lincoln Park, 02740087,5.7,10.3,39.4,41,0,0,3.7,51.1,48.9
Somerville - Arthur D Healey, 02740075,13.8,6.8,48.4,28,0,0,3,49.5,50.5
Somerville - Benjamin G Brown, 02740015,0,9.7,8.5,72,0.4,0,9.3,49.2,50.8
Somerville - Capuano Early Childhood Center, 02740005,5.4,9.6,41.3,39.5,0,0,4.2,61.7,38.3
Somerville - E Somerville Community, 02740111,4.4,3.2,71.3,18.6,0,0.1,2.3,51.6,48.4
Somerville - Full Circle High School, 02740510,23,1.6,39.3,32.8,0,0,3.3,62.3,37.7
Somerville - John F Kennedy, 02740083,10.2,5.5,17.4,61.6,0,0,5.3,54.6,45.4
Somerville - Next Wave Junior High, 02740410,18.8,0,68.8,12.5,0,0,0,68.8,31.3
Somerville - Somerville High, 02740505,13.6,9.4,45.8,30.5,0,0,0.7,54.7,45.3
Somerville - West Somerville Neighborhood, 02740115,13.8,4,20.7,55.7,0,0,5.8,53.8,46.2
Somerville - Winter Hill Community, 02740120,12.6,8.2,53.5,22.9,0,0,2.8,55,45
South Hadley - Michael E. Smith Middle School, 02780305,2,1.8,12.5,79.5,0,0,4.2,49.6,50.4
South Hadley - Mosier, 02780020,1.4,1.6,15.7,79.4,0.2,0,1.6,49.3,50.7
South Hadley - Plains Elementary, 02780015,1.2,2.6,11,81.7,0.3,0,3.2,50.6,49.4
South Hadley - South Hadley High, 02780505,3.1,1.7,7.2,86.8,0,0.4,0.9,50.3,49.7
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School, 08290605,5.9,0.1,46.3,43.5,0.8,0,3.3,56.9,43.1
South Shore Charter Public (District) - South Shore Charter Public School, 04880550,25.1,4.6,2.8,62.5,0.3,0.1,4.6,50.5,49.5
South Shore Regional Vocational Technical - So Shore Vocational Technical High, 08730605,0.8,0.5,3.3,92.8,0,0.2,2.5,66.4,33.6
Southampton - William E Norris, 02750005,0.4,1.5,4.4,90.8,0.2,0.4,2.3,51.5,48.5
Southborough - Albert S. Woodward Memorial School, 02760050,1.6,18.4,6.9,67.3,0,0,5.7,50.6,49.4
Southborough - Margaret A Neary, 02760020,0.3,16.1,6.4,71.5,0.3,0,5.4,50.7,49.3
Southborough - Mary E Finn School, 02760008,1.7,15.7,4.8,72,0.3,0,5.5,53.6,46.4
Southborough - P Brent Trottier, 02760305,0.4,14.4,4.4,77.6,0,0,3.3,50.5,49.5
Southbridge - Charlton Street, 02770005,3.1,1.4,46.6,45.1,0.2,0,3.6,52.3,47.7
Southbridge - Eastford Road, 02770010,2,2.4,51.6,43.7,0.4,0,0,48.8,51.2
Southbridge - Southbridge High School, 02770515,1.8,0.8,54.2,42.4,0.2,0,0.6,52.1,47.9
Southbridge - Southbridge Middle School, 02770315,1.4,1,57.8,37.7,0.6,0,1.6,51.9,48.1
Southbridge - West Street, 02770020,1.4,2.3,52.2,41.3,0.7,0,2.1,49.4,50.6
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical, 08720605,32.6,1.4,11.7,50.4,0.1,0,3.9,51.2,48.8
Southern Berkshire - Mt Everett Regional, 07650505,0.7,0,6.8,87,0,0,5.5,51,49
Southern Berkshire - New Marlborough Central, 07650018,0,0,1.1,92.2,3.3,0,3.3,50,50
Southern Berkshire - South Egremont, 07650030,0,0,7.7,92.3,0,0,0,69.2,30.8
Southern Berkshire - Undermountain, 07650035,1.2,0,7.6,85.8,0.3,0,5.2,53,47
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School, 08760605,0.5,0.4,6.7,91.3,0.1,0,0.9,58,42
Southwick-Tolland-Granville Regional School District - Granville Village School, 07660215,0,0,1.2,92.7,1.2,0,4.9,52.4,47.6
Southwick-Tolland-Granville Regional School District - Powder Mill School, 07660315,2.3,1.3,5.9,88.8,0,0,1.8,48.7,51.3
Southwick-Tolland-Granville Regional School District - Southwick Regional School, 07660505,1.9,0.4,3.8,92.8,0,0,1.1,50.6,49.4
Southwick-Tolland-Granville Regional School District - Woodland School, 07660010,1.5,0.6,7.7,87.9,0,0,2.4,52.4,47.6
Spencer-E Brookfield - David Prouty High, 07670505,1.2,1.2,8.6,84,0,0,5,54.4,45.6
Spencer-E Brookfield - East Brookfield Elementary, 07670008,0.9,0.5,6.1,87.3,0.5,0,4.7,54.2,45.8
Spencer-E Brookfield - Knox Trail Middle School, 07670415,1,0.5,9.7,85.3,0.2,0,3.4,54.8,45.2
Spencer-E Brookfield - Wire Village School, 07670040,0.9,1.4,8.8,85.3,0,0,3.5,49.3,50.7
Springfield - Alfred G. Zanetti Montessori Magnet School, 02810095,25.3,0.2,48.4,21.9,0,0,4.1,47,53
Springfield - Alice B Beal Elementary, 02810175,13.8,9.1,54,20.3,0,0,2.9,50.7,49.3
Springfield - Arthur T Talmadge, 02810165,30,1.9,48.1,16.3,0.4,0,3.3,53,47
Springfield - Balliet Middle School, 02810360,19.6,0,73.9,6.5,0,0,0,69.6,30.4
Springfield - Brightwood, 02810025,16.4,0,82.4,1.2,0,0,0,52,48
Springfield - Chestnut Accelerated Middle School (North), 02810365,8.7,0.3,88.3,2.3,0.3,0,0,54,46
Springfield - Chestnut Accelerated Middle School (South), 02810366,12.9,0.3,83.9,2.8,0,0,0,49.5,50.5
Springfield - Chestnut Accelerated Middle School (Talented and Gifted), 02810367,21.1,2.8,60.4,13,0.4,0.4,2.1,43.9,56.1
Springfield - Conservatory of the Arts, 02810475,25.8,0,61.4,11.6,0,0,1.2,24,76
Springfield - Daniel B Brunton, 02810035,20.3,1.5,60.8,15.5,0,0.2,1.7,49.3,50.7
Springfield - Early Childhood Education Center, 02810001,19.4,1.4,65.3,11.1,0,0,2.8,63.9,36.1
Springfield - Edward P. Boland School, 02810010,10,1.3,78,8.9,0.1,0,1.6,56.3,43.7
Springfield - Elias Brookings, 02810030,24,0.3,64.9,8.4,0.8,0,1.6,51.7,48.3
Springfield - Forest Park Middle, 02810325,17.8,7.8,67.8,5.3,0.1,0.1,1,48.9,51.1
Springfield - Frank H Freedman, 02810075,25.1,1,55.2,17.1,0,0,1.6,55.9,44.1
Springfield - Frederick Harris, 02810080,19.7,3.2,56.9,17,0,0,3.2,51.2,48.8
Springfield - Gateway to College at Holyoke Community College, 02810575,22.2,0,48.1,29.6,0,0,0,37,63
Springfield - Gateway to College at Springfield Technical Community College, 02810580,20.8,0,64.6,12.5,0,0,2.1,39.6,60.4
Springfield - German Gerena Community School, 02810195,14.5,0.7,80.7,3.6,0,0,0.5,49.9,50.1
Springfield - Glenwood, 02810065,14,2.3,66.8,14.3,0,0,2.7,53.8,46.2
Springfield - Glickman Elementary, 02810068,22.8,3.6,53.8,17.5,0,0,2.2,50.1,49.9
Springfield - High School Of Commerce, 02810510,19.8,1.5,69.3,8.2,0,0,1.1,53.2,46.8
Springfield - Hiram L Dorman, 02810050,27.9,1.2,57.6,12.4,0,0,0.9,49.8,50.2
Springfield - Homer Street, 02810085,24.1,1.6,64.2,9.2,0,0,0.9,52.5,47.5
Springfield - Indian Orchard Elementary, 02810100,17,1.7,62.6,15.6,0,0,3.2,52.9,47.1
Springfield - John F Kennedy Middle, 02810328,19.1,0.7,70.6,8.5,0.2,0,0.9,54.9,45.1
Springfield - John J Duggan Middle, 02810320,27.4,2.5,53.6,15.5,0,0,1,58.3,41.7
Springfield - Kensington International School, 02810110,21.2,5.2,67.6,4.6,0,0,1.3,51.3,48.7
Springfield - Liberty, 02810115,8.7,2.1,74,14.6,0,0,0.7,48.6,51.4
Springfield - Liberty Preparatory Academy, 02810560,15.4,7.7,38.5,38.5,0,0,0,69.2,30.8
Springfield - Lincoln, 02810120,10.1,0.2,85.6,3.2,0,0,0.7,57.4,42.6
Springfield - M Marcus Kiley Middle, 02810330,21.2,3,62.4,12.6,0.2,0,0.8,53.3,46.7
Springfield - Margaret C Ells, 02810060,26.5,0.5,53,16.9,0.5,0,2.7,58.4,41.6
Springfield - Mary A. Dryden Veterans Memorial School, 02810125,14.5,7.2,52.1,23.2,0,0.3,2.7,47.3,52.7
Springfield - Mary M Lynch, 02810140,18,0,73.3,7.5,0,0,1.1,47.7,52.3
Springfield - Mary M Walsh, 02810155,14.3,1,68.8,13.6,0,0,2.3,55.2,44.8
Springfield - Mary O Pottenger, 02810145,11.4,2,69.7,15.2,0.2,0,1.3,51.6,48.4
Springfield - Milton Bradley School, 02810023,16.7,0,80,2.8,0,0,0.5,52.3,47.7
Springfield - Rebecca M Johnson, 02810055,28,0.3,65.2,5,0.1,0,1.4,51.1,48.9
Springfield - Roger L. Putnam Vocational Technical Academy, 02810620,19.5,1.6,65.5,12.6,0,0,0.9,45.8,54.2
Springfield - Samuel Bowles, 02810020,16.8,0.3,68.5,12,0,0.3,2.1,51.4,48.6
Springfield - South End Middle School, 02810355,14.2,0.4,81.7,2.4,0,0,1.2,49.6,50.4
Springfield - Springfield Central High, 02810500,24.1,6,51.5,17,0,0.1,1.1,51.8,48.2
Springfield - Springfield High School, 02810570,25.6,0,59.8,12.8,0,0,1.7,68.4,31.6
Springfield - Springfield High School of Science and Technology, 02810530,17.3,2.3,68.4,11.3,0,0.1,0.7,58.8,41.2
Springfield - Springfield Public Day Elementary School, 02810005,25.9,0,59.3,14.8,0,0,0,81.5,18.5
Springfield - Springfield Public Day High School, 02810550,23.4,0,66.7,8.1,0,0,1.8,69.4,30.6
Springfield - Springfield Public Day Middle School, 02810345,25,0,64.3,10.7,0,0,0,87.5,12.5
Springfield - STEM Middle Academy, 02810350,25.7,1.4,59.7,13.2,0,0,0,64.9,35.1
Springfield - Sumner Avenue, 02810160,17,4.7,61.3,13.9,0.2,0,3,52.3,47.7
Springfield - The Springfield Renaissance School an Expeditionary Learning School, 02810205,25.2,1.4,47,25.4,0,0.1,0.8,51.6,48.4
Springfield - Thomas M Balliet, 02810015,23.8,1.2,61,11.5,0,0,2.5,51.1,48.9
Springfield - Van Sickle Academy, 02810480,19.1,1.8,69.1,8.5,0,0,1.5,52.7,47.3
Springfield - Van Sickle International Baccalaureate, 02810485,11.8,2.5,72.9,12.3,0,0,0.5,55.6,44.4
Springfield - Warner, 02810180,16.5,2.9,60.6,16.1,0.7,0.4,2.9,53.4,46.6
Springfield - Washington, 02810185,19.6,7.1,58.3,11.3,0,0.2,3.5,54.6,45.4
Springfield - White Street, 02810190,16.3,4.9,68.8,8.7,0,0,1.3,51.2,48.8
Springfield - William N. DeBerry, 02810045,16.1,0,79.5,3,0.3,0,1,49,51
Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School, 35100205,24.5,1.8,64.4,6.1,0,0,3.1,50.9,49.1
Stoneham - Colonial Park, 02840005,1.5,3.8,5.3,85.3,0,0,4.1,57.1,42.9
Stoneham - Robin Hood, 02840025,0.8,7.1,8.2,82.1,0.3,0,1.6,50.8,49.2
Stoneham - South, 02840030,2.7,3.6,7.8,79.9,1.2,0,4.8,48.5,51.5
Stoneham - Stoneham Central Middle School, 02840405,1.6,4.5,7.1,83,0,0.1,3.7,50.6,49.4
Stoneham - Stoneham High, 02840505,2.8,3.5,5.2,86.3,0.1,0,2.1,49.3,50.7
Stoughton - Edwin A Jones Early Childhood Center, 02850012,27.8,1.1,8.9,56.7,0,0,5.6,62.2,37.8
Stoughton - Helen Hansen Elementary, 02850010,18.1,2.4,10.9,63.3,0,1.2,4,48.8,51.2
Stoughton - Joseph H Gibbons, 02850025,12.1,6.1,7.2,66.9,0,0,7.7,51.2,48.8
Stoughton - Joseph R Dawe Jr Elementary, 02850014,26.5,9.8,10.6,48.7,0,0.5,4,56.9,43.1
Stoughton - O'Donnell Middle School, 02850405,22.8,6.6,8.9,57.2,0.1,0.1,4.1,51.2,48.8
Stoughton - South Elementary, 02850015,19.6,10.6,6.3,55.3,0.4,2,5.9,49.4,50.6
Stoughton - Stoughton High, 02850505,22.2,5.5,5.9,64.5,0,0.1,1.8,51.8,48.2
Stoughton - West Elementary, 02850020,21.8,4.1,16.8,49.3,0.6,0.3,7.2,50.4,49.6
Sturbridge - Burgess Elementary, 02870005,0.5,1.4,4.6,89.2,0.3,0,3.9,56.1,43.9
Sturgis Charter Public (District) - Sturgis Charter Public School, 04890505,1.7,2.6,4.4,85.2,0.6,0.1,5.3,40.9,59.1
Sudbury - Ephraim Curtis Middle, 02880305,2.3,6.6,3.1,84.1,0,0.1,3.9,51.5,48.5
Sudbury - General John Nixon Elementary, 02880025,5.3,9,2.2,75.1,0,0.3,8.1,49.6,50.4
Sudbury - Israel Loring School, 02880015,2.1,11.9,3.9,74.7,0.8,1,5.5,53.2,46.8
Sudbury - Josiah Haynes, 02880010,3.1,8.8,1.6,79.8,0,0,6.7,55.6,44.4
Sudbury - Peter Noyes, 02880030,2.9,10.1,4,75.1,0,0,7.9,51.9,48.1
Sunderland - Sunderland Elementary, 02890005,5.8,8.2,10.1,65,0,0,10.9,59.1,40.9
Sutton - Sutton Early Learning, 02900003,0.9,1.3,1.3,92.1,0,0,4.4,49.4,50.6
Sutton - Sutton Elementary, 02900005,0.9,2.1,2.1,89.1,0,0.3,5.4,48.6,51.4
Sutton - Sutton High School, 02900510,0.2,0.9,1.6,92.5,0.2,0,4.5,49.1,50.9
Sutton - Sutton Middle School, 02900305,1.1,1.9,1.6,91.2,0,0,4.3,53.1,46.9
Swampscott - Clarke, 02910005,1.5,3.4,9.2,83.5,1,0,1.5,50,50
Swampscott - Hadley, 02910010,3.4,3.4,9.4,80.1,0,0,3.7,53.5,46.5
Swampscott - Stanley, 02910020,0.7,1.4,7.9,86.3,0.4,0,3.2,50.7,49.3
Swampscott - Swampscott High, 02910505,4.6,2.1,9.7,81.5,0,0.4,1.6,49.2,50.8
Swampscott - Swampscott Middle, 02910305,3.9,2.7,11.4,79.8,0.3,0,1.9,50.8,49.2
Swansea - Elizabeth S Brown, 02920006,0.3,1.3,0.7,97.7,0,0,0,51.2,48.8
Swansea - Gardner, 02920015,0.4,0.4,0.8,97.5,0.4,0,0.4,54.3,45.7
Swansea - Joseph Case High, 02920505,1.7,1.3,1.7,93.9,0.2,0,1.1,52.7,47.3
Swansea - Joseph Case Jr High, 02920305,0.6,0.6,1.4,95.8,0,0,1.6,52.3,47.7
Swansea - Joseph G Luther, 02920020,0.9,0.5,3.6,92.7,0.5,0,1.8,52.3,47.7
Swansea - Mark G Hoyle Elementary, 02920017,0,1.5,1.5,91.3,0.4,0,5.3,54,46
Tantasqua - Tantasqua Regional Jr High, 07700405,0.7,1.2,4.5,90.9,0,0,2.7,47.1,52.9
Tantasqua - Tantasqua Regional Sr High, 07700505,0.5,1.4,4.1,91.2,0.1,0,2.6,43.6,56.4
Tantasqua - Tantasqua Regional Vocational, 07700605,0.2,0.4,5,91.5,0.6,0,2.2,61.4,38.6
Taunton - Benjamin Friedman Middle, 02930315,8.5,1,10.8,74.6,0.5,0.2,4.4,50.4,49.6
Taunton - East Taunton Elementary, 02930010,11.7,0.5,8.2,75.5,0.5,0,3.6,49.6,50.4
Taunton - Edmund Hatch Bennett, 02930007,8.7,0.9,9,78.7,0.3,0,2.4,53.2,46.8
Taunton - Edward F. Leddy Preschool, 02930005,11.9,2.4,11.9,70.2,0,0.3,3.3,57.1,42.9
