School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,Student Included,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL
Spencer-E Brookfield - Wire Village School,07670040,ELA,          73,39,           7,4,          66,35,          96,51,          19,10,         188,     495.9,          59.5,          96,35
Spencer-E Brookfield - Wire Village School,07670040,MATH,          73,39,           5,3,          68,36,          85,45,          30,16,         188,     492.6,          52.0,          96,25
Springfield - Alfred G. Zanetti Montessori Magnet School,02810095,ELA,         107,51,          16,8,          91,44,          96,46,           6,3,         209,     501.6,          39.0,         163,59
Springfield - Alfred G. Zanetti Montessori Magnet School,02810095,MATH,         103,49,          16,8,          87,42,          97,46,           9,4,         209,     500.5,          45.0,         163,55
Springfield - Alice B Beal Elementary,02810175,ELA,          56,47,          11,9,          45,38,          52,44,          11,9,         119,     499.0,          47.0,          78,46
Springfield - Alice B Beal Elementary,02810175,MATH,          39,33,           1,1,          38,32,          61,51,          19,16,         119,     491.1,          40.0,          78,21
Springfield - Arthur T Talmadge,02810165,ELA,          40,31,           5,4,          35,27,          76,58,          14,11,         130,     494.3,          44.0,          83,28
Springfield - Arthur T Talmadge,02810165,MATH,          34,26,           0,0,          34,26,          74,57,          22,17,         130,     490.9,          38.0,          83,21
Springfield - Balliet Middle School,02810360,ELA,           0,0,           0,0,           0,0,           9,31,          20,69,          29,     463.0,          31.0,          23,1
Springfield - Balliet Middle School,02810360,MATH,           0,0,           0,0,           0,0,          11,39,          17,61,          28,     469.4,          28.5,          20,2
Springfield - Brightwood,02810025,ELA,          28,19,           2,1,          26,18,          81,56,          35,24,         144,     484.1,          47.0,          90,6
Springfield - Brightwood,02810025,MATH,          26,18,           0,0,          26,18,          68,47,          50,35,         144,     479.4,          51.0,          89,5
Springfield - Chestnut Academy,02810365,ELA,          32,12,           1,0,          31,12,         154,60,          72,28,         258,     478.6,          57.0,         235,3
Springfield - Chestnut Academy,02810365,MATH,          14,5,           0,0,          14,5,         139,54,         106,41,         259,     473.6,          21.0,         227,2
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,ELA,         136,53,           8,3,         128,50,          76,30,          44,17,         256,     501.5,          56.0,         217,59
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,MATH,         111,43,           9,4,         102,40,          96,38,          49,19,         256,     499.5,          30.5,         216,50
Springfield - Conservatory of the Arts,02810475,ELA,          21,13,           0,0,          21,13,         111,69,          28,18,         160,     481.9,          36.0,         160,4
Springfield - Conservatory of the Arts,02810475,MATH,           7,4,           0,0,           7,4,          96,60,          56,35,         159,     476.8,          19.0,         156,3
Springfield - Daniel B Brunton,02810035,ELA,          69,34,           4,2,          65,32,         113,55,          22,11,         204,     492.5,          58.0,         129,22
Springfield - Daniel B Brunton,02810035,MATH,          72,35,           7,3,          65,32,         101,49,          33,16,         206,     492.8,          46.0,         129,26
Springfield - Edward P. Boland School,02810010,ELA,          60,22,           0,0,          60,22,         150,54,          67,24,         277,     486.0,          37.0,         155,8
Springfield - Edward P. Boland School,02810010,MATH,          49,18,           0,0,          49,18,         157,56,          73,26,         279,     485.1,          43.0,         155,9
Springfield - Elias Brookings,02810030,ELA,          41,27,           2,1,          39,26,          72,48,          38,25,         151,     490.2,          60.0,          79,17
Springfield - Elias Brookings,02810030,MATH,          42,28,           3,2,          39,26,          67,44,          42,28,         151,     490.4,          49.0,          79,19
Springfield - Forest Park Middle,02810325,ELA,         165,27,           8,1,         157,26,         283,46,         165,27,         613,     486.5,          51.5,         526,9
Springfield - Forest Park Middle,02810325,MATH,         144,24,           7,1,         137,23,         303,50,         162,27,         609,     485.8,          36.0,         517,10
Springfield - Frank H Freedman,02810075,ELA,          40,27,           1,1,          39,27,          89,61,          17,12,         146,     489.9,          43.0,          84,16
Springfield - Frank H Freedman,02810075,MATH,          38,26,           1,1,          37,25,          84,57,          25,17,         147,     488.1,          43.0,          83,14
Springfield - Frederick Harris,02810080,ELA,          78,33,           7,3,          71,30,         127,55,          28,12,         233,     493.8,          46.5,         140,26
Springfield - Frederick Harris,02810080,MATH,         107,46,           9,4,          98,42,          96,41,          31,13,         234,     497.8,          48.5,         138,43
Springfield - German Gerena Community School,02810195,ELA,          61,22,           5,2,          56,21,         159,58,          52,19,         272,     487.5,          43.5,         168,11
Springfield - German Gerena Community School,02810195,MATH,          62,23,           3,1,          59,22,         154,57,          56,21,         272,     487.5,          41.0,         168,13
Springfield - Glenwood,02810065,ELA,          43,27,           0,0,          43,27,          86,55,          28,18,         157,     490.0,          34.0,          93,16
Springfield - Glenwood,02810065,MATH,          34,22,           1,1,          33,21,          93,60,          29,19,         156,     488.7,          49.0,          91,15
Springfield - Glickman Elementary,02810068,ELA,          40,24,           4,2,          36,22,          86,52,          41,25,         167,     487.3,          37.0,          97,11
Springfield - Glickman Elementary,02810068,MATH,          38,23,           2,1,          36,22,          77,46,          52,31,         167,     486.3,          50.0,          95,11
Springfield - Hiram L Dorman,02810050,ELA,          27,18,           0,0,          27,18,          94,61,          33,21,         154,     487.6,          38.5,          74,12
Springfield - Hiram L Dorman,02810050,MATH,          40,26,           0,0,          40,26,          80,52,          35,23,         155,     489.0,          53.0,          75,16
